holiday_id,holiday_name,holiday_month,holiday_date,holiday_img,holiday_blurb,holiday_email,Good to Go,Needs Updating,New Holiday for Date
106,National Laundry Day,4,15,/static/media/holiday_images/4-april/4-15-national_laundry_day.jpg,"National Laundry Day is a reminder to give your soiled clothes and linens some love. It was created in New York City by two sisters in 2007 and has turned into an annual holiday celebrated around the world. Take the time to clean, refresh, and honor the fabrics you wear with pride.","National Laundry Day is an annual holiday that celebrates the chore and smaller moments of life. Enjoy washing, folding and ironing your way to a tidy wardrobe - make it special by sharing some laundry love with your friends and family. Honor the day with clean clothes, a little appreciation and maybe even some bubbles.",,,
110,National Garlic Day,4,19,/static/media/holiday_images/4-april/4-19-national_garlic_day.jpg,"National Garlic Day, held each April 19th, is a celebration of the beloved pungent bulb. It is said to have originated in San Rafael, California, where it was first celebrated back in the 1990’s. Today, it’s a global celebration of all things garlic! Enjoy garlic-infused dishes, explore the health benefits, and celebrate the unique taste of garlic!","Celebrate National Garlic Day on April 19th! Spice up your dishes and your life with this amazing, versatile ingredient. Its unique flavor and health benefits make it a staple in cuisines all over the world. Celebrate with garlic-infused dishes and enjoy all its pungent benefits!",,,
113,National Jelly Bean Day,4,22,/static/media/holiday_images/4-april/4-22-national_jelly_bean_day.jpg,"National Jelly Bean Day celebrates the delicious little pieces of goodness. Traditionally celebrated on April 22nd, it's impossible not to join in on the fun! Legends say its origin comes from Ronald Reagan who first declared the day as a way to honor the jelly Bean in the 80s. Celebrate with your family and friends!","It's National Jelly Bean Day! Celebrate with the classic indulgence of sweet and chewy jelly beans in all your favorite colors and flavors. Whether you eat them one-by-one or all at once, this annual day is a sweet celebration and mindful reminder to savor the small joys in life.",,,
116,National Mani-Pedi Day,4,25,/static/media/holiday_images/4-april/4-25-national_mani_pedi_day.jpg,National Mani-Pedi Day is celebrated every year and is dedicated to pampering hands and feet. This holiday encourages people to pamper themselves and show their hands and feet some love. Its history is believed to have started in the 1990s when nail salons began offering discounted services on this day.,"National Mani-Pedi Day is a holiday to celebrate all the small things that make us feel relaxed, pampered, and beautiful. Whether it's a self-care ritual or a shared moment with friends, enjoy this time to take care of yourself. Have fun and express yourself with color and creativity!",,,
117,Alien Day,4,26,/static/media/holiday_images/4-april/4-26-alien_day.jpg,"Alien Day is an annual celebration of the iconic sci-fi movie franchise, Alien, that takes place each year in commemorance of the planet LV-426. Alien Day events are often fan-led, providing fans with activities and merchandise to mark the occasion.","Alien Day celebrates the classic 'Alien' franchise and its iconic xenomorph creature with fans all around the world. Every year, fans come together to watch marathons, celebrate, and get exclusive merchandise. Whether you're a fan of the original classic, or any of the sequels, join in on the fun with everyone.",,,
112,National Chocolate Covered Cashew Day,4,21,/static/media/holiday_images/4-april/4-21-national_chocolate_covered_cashew_day.jpg,National Chocolate Covered Cashew Day is a holiday where people around the world come together to celebrate the delicious combination of cashews and chocolate. The holiday has been celebrated for many years and is a great opportunity to enjoy this tasty snack. Celebrate this year with friends and family by getting some chocolate covered cashews and savoring their perfect crunch and sweetness.,Celebrate National Chocolate Covered Cashew Day with your favorite tasty treat! Cashews covered in sweet chocolate make for a delicious snack that is sure to delight your taste buds. Enjoy this indulgent combination of savory nuts and rich chocolate today!,,,
119,National Superhero Day,4,28,/static/media/holiday_images/4-april/4-28-national_superhero_day.jpg,"National Superhero Day celebrates the power of heroism each year! This holiday was created by Marvel fans in 1995 to honor all of their favorite superheroes and the positive values they embody. Join the celebration by dressing up as your favorite superhero, spreading acts of positivity, and cheering on the heroes in your life.","National Superhero Day is a day to celebrate all of the heroic figures in our lives. From fictional characters to real life heroes, this day is a time to honor all who have made a difference in the world. Show your appreciation for superheroes by watching a movie, sending a card, or just taking the time to acknowledge those who are heroes to you.",,,
124,National Raspberry Popover Day,5,3,/static/media/holiday_images/5-may/5-3-national_raspberry_popover_day.jpg,"These eye-catching pastries are made from an airy, golden-brown dough and filled with sweet raspberry jam. With origins dating back to the late 1700s, these traditional English treats have been delighting sweet-toothed folks ever since. Enjoy yours with a cup of tea!","National Raspberry Popover Day is a special day to celebrate the delicious combination of raspberries and airy popovers. Enjoy this classic treat with family or friends, sharing a delicious combination of sweet and savory flavors. Baked with love, raspberry popovers are an irresistible treat for any occasion!",,,
127,National Beverage Day,5,6,/static/media/holiday_images/5-may/5-6-national_beverage_day.jpg,"National Beverage Day celebrates the joys of all beverages by indulging in your favourite drink from your favourite place. Enjoy a coffee, tea, hot chocolate, soda, or alcoholic beverage today to celebrate National Beverage Day. It's been around since the 1920's and has since become a tradition for beverage lovers everywhere to enjoy their favourite drinks on this special day!","National Beverage Day is an officially recognized holiday celebrating the joys of drinking. From juice to beer, smoothies to coffee, and even kombucha, it's a day to sit back, relax, and enjoy a tasty beverage. Whatever your preference, make sure to find your favorite libation and celebrate National Beverage Day!",,,
128,Lemonade Day,5,7,/static/media/holiday_images/5-may/5-7-lemonade_day.jpg,"Lemonade Day is an annual event empowering young people to create small entrepreneurial businesses. Through a series of workshops and resources, children are taught goal setting, business planning, and financial literacy. Founded in 2007, it has grown to serve millions of kids in thousands of cities worldwide.","Lemonade Day is a fun, interactive event that teaches kids how to become entrepreneurs and gives them an opportunity to create their own small business. Kids get to plan, budget, open a lemonade stand, and keep the profits! It's an enjoyable, hands-on way for youth to learn the important skills of business.",,,
123,Brothers and Sisters Day,5,2,/static/media/holiday_images/5-may/5-2-brothers_and_sisters_day.jpg,Brothers and Sisters Day is a day to honor and appreciate the bond between siblings. It was first created by HG Lewis in 1994 as a response to Mother's and Father's Day which often overshadow the importance of brother and sister relationships. Celebrate the day by spending quality time with your siblings and showing your love!,Celebrate the bond of brotherhood and sisterhood on Brothers and Sisters Day! Honor your siblings by showing the love and appreciation you have for them and create even stronger connections. Spend quality time for unforgettable memories.,,,
126,National Hoagie Day,5,5,/static/media/holiday_images/5-may/5-5-national_hoagie_day.jpg,"National Hoagie Day is an annual celebration of the delicious classic sandwich. Every May 5th, Americans gather to enjoy the sandwich, which is rumored to have originated in Philadelphia in the early 1900s. Hoagies are the perfect way to celebrate the day with friends and family. Celebrate with a hoagie - it's a tradition!","National Hoagie Day is celebrated annually in the United States. It's a day set aside to indulge in the ultimate classic sandwich: the hoagie. Grab your favorite combination of meats, cheeses, condiments, and veggies, then chow down on the delicious creation. Put it in a toasted bun and enjoy!",,,
131,National Shrimp Day,5,10,/static/media/holiday_images/5-may/5-10-national_shrimp_day.jpg,"This delicious holiday is a nod to the humble shrimp - from the ever-popular shrimp cocktail to the Southern, classic Cajun Boil, this day celebrates the flavorful crustacean. Celebrate by treating yourself to a special shrimp-based meal or dish, or simply happy shrimp day with friends!","Celebrate National Shrimp Day and treat your taste buds to the savory, succulent and delicate flavors of this beloved seafood. With its light, delectable texture, shrimp is a versatile protein to add to salads, appetizers or main courses. Enjoy its sweet taste and make it part of your celebration!",,,
134,International Hummus Day,5,13,/static/media/holiday_images/5-may/5-13-international_hummus_day.jpg,"What began as a small local gathering in Israel to celebrate the beloved chickpea dip, Hummus Day has become a truly international celebration of the delicious and nutritious dish. Every May 13th, people all around the world come together to show their appreciation for hummus, share recipes and stories, and to honor the history and rich cultural associations with the spreadable snack. Celebrate International Hummus Day by gathering with friends, cooking together and making a hummus dip that's out of this world!",Celebrate International Hummus Day today! Start your day with a savory and healthy breakfast or brighten up your lunch with a delicious hummus wrap. Don't forget to share your favourite hummus dish with friends and family to honor the creamy vegan snack - it's sure to please everyone at your table!,,,
135,Dance Like a Chicken Day,5,14,/static/media/holiday_images/5-may/5-14-dance_like_a_chicken_day.jpg,Dance Like a Chicken Day celebrates the moves of the strutting barnyard bird! It started in October 1940 when National Cluck-Cluck Day was created. This annual event has since become Dance Like a Chicken Day- an annual reminder to let your feathers down and dance!,"Dance Like a Chicken Day is a fun-filled holiday dedicated to clucking, strutting, and the occasional feather flapping. Fans of the holiday can celebrate by participating in fun dances, dressing up like a chicken, and gathering with friends and family. Let's get up and dance!",,,
130,National Lost Sock Memorial Day,5,9,/static/media/holiday_images/5-may/5-9-national_lost_sock_memorial_day.jpg,"National Lost Sock Memorial Day is a day to commemorate all the beloved socks lost in the wash over the years. First established in 2016 by the Sock Manufacturers Association, the day is a chance to mourn the lost socks while wearing unmatched pairs to spread awareness of the cause!","National Lost Sock Memorial Day is a day to commemorate the socks we've left behind on our laundry day. On this day, we remember all of our orphaned socks and the pairs that have been separated. It's also a chance to embrace the joy of individual socks!",,,
133,National Odometer Day,5,12,/static/media/holiday_images/5-may/5-12-national_odometer_day.jpg,"National Odometer Day celebrates the wheel’s role in tracking distances traveled. It commemorates Wilhelm Bruhn's invention of an odometer for wheeled vehicles in 1847. On this day, honor the odometer and celebrate all the places you've been with a road trip down memory lane. #NationalOdometerDay",National Odometer Day is celebrated annually to observe the invention of the odometer and its impact on the world. It's a day to honor the rapid progress of transportation and the incredible distances one can travel with the aid of the odometer. It's a reminder to embrace our connection to our planet and move forward in our journey towards a better world. #NationalOdometerDay,,,
137,National Mimosa Day,5,16,/static/media/holiday_images/5-may/5-16-national_mimosa_day.jpg,"Celebrate National Mimosa Day on May 16th! This festive holiday commemorates the classic brunch cocktail of orange juice and sparkling wine. First created in Paris in 1925, this bubbly drink skirts the line between breakfast beverage and happy hour treat. Perfect for any occasion, don't forget the mimosa this National Mimosa Day!","National Mimosa Day is celebrated annually this day! It's the perfect day to mix orange juice and sparkling wine, have brunch with friends, and enjoy a toast to an iconic cocktail. Put your own twist on the classic recipe by experimenting with different juices and toppings. Celebrate with a classic mimosa or create your own signature brunch cocktail!",,,
140,National Pizza Party Day,5,19,/static/media/holiday_images/5-may/5-19-national_pizza_party_day.jpg,"National Pizza Party Day celebrates and encourages everyone to host their own pizza party with friends and family. The day is celebrated on February 9th as the first known public pizza party was held on February 9th, 18th century in Bolivia. Gather your loved ones to create the ultimate pizza experience!","It's time to break out the pizza and get the party started! National Pizza Party Day is the perfect time to get together with family, friends, and pizza lovers alike to celebrate everyone's favorite food. So bring on the dough, sauce, and cheese – it's National Pizza Party Day!",,,
143,Buy a Musical Instrument Day,5,22,/static/media/holiday_images/5-may/5-22-buy_a_musical_instrument_day.jpg,Buy a Musical Instrument Day celebrates the joy of music-making! It is an opportunity for aspiring musicians of all ages to join the symphony of sound-makers. Its history dates back to 1977 when the US Congress passed a bill in recognition of amateur musicians. Get out your credit cards and make some music! #BuyAMusicalInstrumentDay,"Buy a Musical Instrument Day is an annual celebration dedicated to the joy and satisfaction of playing a musical instrument. Whether it's a guitar, trumpet, or a violin, make some noise on this special day and show your support for our musicians!",,,
144,National Taffy Day,5,23,/static/media/holiday_images/5-may/5-23-national_taffy_day.jpg,"National Taffy Day celebrates the classic, chewy delights of taffy! This festive day celebrates the history of taffy, which dates back to the early 1800s and has been a favorite of sweet fans ever since. Get ready for a day filled with flavorful candy!","National Taffy Day celebrates the sweet and chewy treat. Whether chewy and fruity, or creamy and chocolaty, celebrate by indulging in your favorite type of taffy! Enjoy with friends, family, or on your own as a special treat.",,,
139,National Cheese Souffle Day,5,18,/static/media/holiday_images/5-may/5-18-national_cheese_souffle_day.jpg,"This deliciously fluffy and cheesy dish has a long history, dating back to French haute cuisine in the late 18th century. This special day recognizes all the amazing variations of souffle including Gruyère cheese, fontina cheese, and even fish souffle! Enjoy your cheese souffle the traditional way or with a twist. Bon Appétit!","National Cheese Souffle Day celebrates this delicious and sophisticated French dish, can be savoury or sweet. This light and fluffy dish is a great way to start a special occasion meal. Celebrate today by getting creative with the many unique flavour combinations you can add to your souffle. Bon Appetit!",,,
142,National Ice Cream Day,5,21,/static/media/holiday_images/5-may/5-21-national_ice_cream_day.jpg,"Celebrate National Ice Cream Day and indulge in your favorite flavors! History buffs can appreciate that the day commemorates President Ronald Reagan's 1985 proclamation recognizing ice cream as an important part of US culture and heritage. Make this July a sweet one with cold, creamy treats!","National Ice Cream Day is the perfect time to grab your favorite flavor and indulge! Whether you love classic chocolate or creative twists like bubblegum and gummy bear swirl, it's the perfect time to enjoy a cool, creamy treat! Don't miss out on this special day- grab some ice cream and celebrate!",,,
146,Geek Pride Day,5,25,/static/media/holiday_images/5-may/5-25-geek_pride_day.jpg,Geek Pride Day is an international celebration of geek culture on May 25th. This unofficial holiday was created in 2006 in Spain by the effort of blogger Jaime Conde-Salazar who wanted to celebrate and unify the growing community of geeks around the world. It is a day of awareness and appreciation for the non-mainstream pursuits of knowledge and skills.,Geek Pride Day is an international celebration of the nerd and geek lifestyle! It takes place annually on this day to show the world that it's ok to be passionate about anything from comic books and sci-fi flicks to technology and gaming - it's all part of being a geek! Join in the fun and wear your geekiest pride gear. Celebrate your geekdom!,,,
149,National Hamburger Day,5,28,/static/media/holiday_images/5-may/5-28-national_hamburger_day.jpg,Celebrate National Hamburger Day every May 28th! What began as a way for the hamburger restaurant industry to celebrate its success back in 1952 has become an international holiday honoring one of the most popular foods on the planet. Get your buns ready for the tastiest day of the year - it'll be a burger-y good time!,"National Hamburger Day celebrates the delicious meat patty that often resides between two buns. It's a day to fire up the grill, get out the condiments, and enjoy all the burger wizardry you can muster. Whether it's a classic beef burger or a vegan alternative, National Hamburger Day is a reminder to savor the juicy goodness of a timeless meal.",,,
152,National Macaroon Day,5,31,/static/media/holiday_images/5-may/5-31-national_macaroon_day.jpg,"National Macaroon Day celebrates the crunchy-on-the-outside, chewy-on-the-inside macaroon. The origin of this holiday is disputed, with some claiming it began in the 13th century with Italian Jews making macaroon-style cookies to welcome spring. Others say it originated in France in the 17th century. Either way, macaroons are delicious.","Introducing National Macaroon Day! Celebrate this special day by baking up a batch of these delicious cookies! Macaroons are a tempting treat, concocted from simple ingredients like egg whites, sugar, and shredded coconut. Enjoy these classic sweets on this day, with friends or family!",,,
153,National Go Barefoot Day,6,1,/static/media/holiday_images/6-june/6-1-national_go_barefoot_day.jpg,"Celebrate the freedom of going barefoot! National Go Barefoot Day is celebrated annually to remind us that feeling the grass beneath your toes is one of life’s simplest joys. Historians note that going barefoot has a variety of health benefits, and it was formerly a sign of poverty, but is now considered more of a fashion statement.","National Go Barefoot Day is an annual event celebrated today. It encourages people to cast away their shoes and socks and enjoy being barefoot. Rejuvenate your feet, connect with nature, and express your freedom - celebrate National Go Barefoot Day!",,,
148,National Sunscreen Day,5,27,/static/media/holiday_images/5-may/5-27-national_sunscreen_day.jpg,National Sunscreen Day is celebrated annually to raise awareness of using sunscreen to protect skin from the sun's ultraviolet (UV) rays. This celebration originated in Australia in 2002 and is now recognized around the world. Make sure to wear sunscreen to keep yourself and your skin healthy!,"National Sunscreen Day is an international holiday, raising awareness of the importance of sunscreen and its positive effect on health. Sunscreen is essential for protecting skin from the damaging rays of the sun, so make sure to lather up each and every day!",,,
151,International Hug Your Cat Day,5,30,/static/media/holiday_images/5-may/5-30-international_hug_your_cat_day.jpg,"International Hug Your Cat Day celebrates the unique bond between cats and their owners. Started in 2019, it's a day devoted to showing your furry feline how much you love them, usually with plenty of cuddles and kisses. Go ahead and make your cat's day by showing them some extra love!","Celebrate your feline friend this International Hug Your Cat Day! Take a moment to appreciate the little things in life and give your precious pet some extra love and affection. Enjoy cuddles, play, and show your appreciation to your furry companion for all the joy they bring to your life.",,,
155,National Egg Day,6,3,/static/media/holiday_images/6-june/6-3-national_egg_day.jpg,"Today, on National Egg Day, we celebrate the nature’s perfect food! Dating back to the Ancient Egyptians and Romans, eggs have been celebrated for centuries as a symbol of new life. Perfect for breakfast, lunch, dinner or a midnight snack, eggs are a nutrient-dense food packed with vitamins, minerals, and healthy fats that help you thrive. Celebrate National Egg Day and give thanks for this amazing food!","National Egg Day is an annual celebration of one of the most versatile ingredients there is! An incredibly nutritious and economical source of protein, eggs come in many shapes, sizes and varieties, making them the perfect addition to any breakfast, lunch or dinner. So grab some eggs and celebrate National Egg Day!",,,
160,National Best Friends Day,6,8,/static/media/holiday_images/6-june/6-8-national_best_friends_day.jpg,"National Best Friends Day is a day celebrated every year to honour and appreciate the friends and bonds we share with them. It was founded in 1935 by Friends Day Association, meant to encourage people to reach out to their friends and celebrate their relationships. Make sure you reach out to your closest friend and show them how much they mean to you!","National Best Friends Day celebrates the strong bonds of friendship. Fellowships between friends are an important part of life, and this day honors people who appreciate and support one another. Show your best friend how much they are appreciated on National Best Friends Day!",,,
161,International Dark 'n Stormy Day,6,9,/static/media/holiday_images/6-june/6-9-international_dark_n_stormy_day.jpg,"International Dark 'n Stormy Day is an annual celebration of one of the world's most popular rum cocktails. Every year, participants across the globe drink Dark'n Stormy cocktails in honor of the traditional recipe. Originating in Bermuda, the official drink of their government is rum, ginger beer, and lime. Join the celebration and raise a glass!","International Dark 'n Stormy Day is a celebration of the much-loved summer cocktail. The day encourages people to raise a glass of this classic concoction – made with dark rum, ginger beer, and lime – and fans from all over come together to share the experiences that makes it oh-so-special. Cheers!",,,
162,National Iced Tea Day,6,10,/static/media/holiday_images/6-june/6-10-national_iced_tea_day.jpg,"National Iced Tea Day celebrates both the delicious drink and its rich history. Iced tea was first introduced to the US in 1904 at the World's Fair in St. Louis, and it quickly became one of the most popular drinks in the country. Raise a glass and celebrate National Iced Tea Day!","Today is National Iced Tea Day - the perfect excuse to sip one of your favourite chilled beverages! Whether it's black, green, herbal, sweet, or fruity, an ice-cold glass of tea is the perfect way to beat the summer heat and quench your thirst!",,,
164,National Peanut Butter Cookie Day,6,12,/static/media/holiday_images/6-june/6-12-national_peanut_butter_cookie_day.jpg,"National Peanut Butter Cookie Day is an annual celebration of one of the most beloved treats. First made in the US in the 1910s, these deliciously crunchy and sweet cookies are easy to make, utilizing only a few ingredients. From classic homemade recipes to store-bought varieties, peanut butter cookies can be enjoyed by all!","National Peanut Butter Cookie Day is a holiday for peanut butter enthusiasts and bakers alike! Enjoy fresh-baked peanut butter cookies, honoring the beloved combination of peanut butter and sugar.",,,
157,Hot Air Balloon Day,6,5,/static/media/holiday_images/6-june/6-5-hot_air_balloon_day.jpg,"Hot Air Balloon Day celebrates the invention of hot air ballooning. The first hot air balloon flight was made by two French brothers, J.M. and J.A. Montgolfier, in Versailles, France. Each year on this day, people around the world commemorate the Montgolfiers' invention and the joy of hot air ballooning.",Hot Air Balloon Day is an opportunity to soak up the stunning sights of illuminated balloons gently floating across the sky. Enjoy the gentle sway of a hot air balloon ride and take in majestic or far-reaching views unlike anything else. An experience not to be missed!,,,
158,National Yo-Yo Day,6,6,/static/media/holiday_images/6-june/6-6-national_yo_yo_day.jpg,"National Yo-Yo Day is celebrated every year in honour of Donald F. Duncan's birthday. Duncan was a yo-yo champion who popularized them through his company, the Duncan Yo-Yo Company. Celebrate the day by organizing a yo-yo competition or joining a yo-yo sale, or just by showing your love for yo-yos by giving the iconic toy a spin!","National Yo-Yo Day is an annual event that celebrates the iconic toy. This day honors the skill and artistry of yo-yoing and commemorates the culture, history, and tradition it has brought. Today, the world comes together to show their appreciation to the yo-yo and its masters.",,,
167,International Surfing Day,6,15,/static/media/holiday_images/6-june/6-15-international_surfing_day.jpg,"International Surfing Day is celebrated to honor the sport and lifestyle of surfing. This day recognizes the conservation aspects of surfing and provides opportunities for everyone to give back to the community. The event started in 2005 as a grassroots movement to bring people together to celebrate the sport, and the holiday has been a success ever since. Join the celebration today to surf, give back, and help keep our oceans healthy and safe!","International Surfing Day is an annual celebration of all things surfing! It is celebrated across the world, from beach parties to organized surf jams. Millions of surfers come together to honor the amazing sport that brings people of all backgrounds together. Join in on the fun and celebrate International Surfing Day!",,,
170,International Picnic Day,6,18,/static/media/holiday_images/6-june/6-18-international_picnic_day.jpg,"International Picnic Day is the global celebration of eating outdoors! Celebrated annually, it's been around since 18th century Europe, spreading the message to take time to enjoy your meal in the beautiful outdoors with great company. Enjoy some special treats, a blanket, and a good spot to soak up the sun!","International Picnic Day is an annual event celebrated around the world today. It is an opportunity for friends and family to come together, enjoy nature, and share food with one another in a peaceful environment. So grab your favorite snacks, grab your friends, and join the world to celebrate International Picnic Day!",,,
171,National Martini Day,6,19,/static/media/holiday_images/6-june/6-19-national_martini_day.jpg,"National Martini Day is celebrated every year! Celebrate by making a delicious martini, the traditional way. This iconic drink was popularized in the late 19th century, becoming nationally recognized in the 20s and 30s thanks to James Bond and his now famous phrase, 'shaken, not stirred'. Cheers!","Celebrate National Martini Day today! Put on your fanciest dress or most dashing suit and enjoy a delicious martini -- shaken, not stirred! Whether you prefer a classic martini or something more adventurous, don't forget to raise a toast to the classic cocktail.",,,
173,National Selfie Day,6,21,/static/media/holiday_images/6-june/6-21-national_selfie_day.jpg,"National Selfie Day is celebrated each year. It's a day to take a picture of yourself and share it to celebrate your uniqueness! The unofficial holiday began in 2014, when Jesse randomly tweeted ""National Selfie Day."" Within minutes his tweet went viral and National Selfie Day was born! Put your best face forward and celebrate! #NationalSelfieDay","Celebrate yourself! Today is National Selfie Day! Snap a selfie and share it on social media using the hashtag #NationalSelfieDay. Take a pic of yourself showing off a new look, favorite outfit or just a smile, and share it to celebrate beautiful you!",,,
166,International Bath Day,6,14,/static/media/holiday_images/6-june/6-14-international_bath_day.jpg,"International Bath Day is a celebration of the act of bathing held annually around the world. The purpose is to bring awareness to the importance of hygiene and its role in keeping us healthy. Though the exact origins of the holiday are unknown, its roots can be traced back to the time of Ancient Greeks who took part in daily bathing rituals. Celebrate this International Bath Day by taking a well-deserved soak!","International Bath Day is today! It's a time to appreciate the relaxing power of a hot bath and to thank those who are part of the process, from the plumbing engineers to the bathproduct makers. Let's take a soak and enjoy our well-deserved baths!",,,
169,Global Garbage Man Day,6,17,/static/media/holiday_images/6-june/6-17-global_garbage_man_day.jpg,"Global Garbage Man Day is a day to recognize and celebrate the hard work of our dedicated garbage and waste collectors around the world! Established in 2014, Global Garbage Man Day is held each year to honor the unsung heroes who work tirelessly to keep our environment clean and safe. Take the time to thank your local garbage men and woman and recognize the tremendous achievement of their work!","Global Garbage Man Day celebrates the essential job of waste management workers. From municipal trash collectors to recyclers, our garbage men and women help keep our environment clean. It's a day to recognize their hard work and thank them for their service! #globalgarbagemanday",,,
177,Color TV Day,6,25,/static/media/holiday_images/6-june/6-25-color_tv_day.jpg,"Celebrate Color TV Day! This holiday marks the first successful transmission of a color television program in 1951, airing on CBS. Commemorate this remarkable advancement in technology with friends and family by watching your favorite shows in vibrant, living color! #ColorTVDay","Color TV Day celebrates the day that color television broadcasting began in the US. It marked the dawn of a new era of entertainment, offering vibrant, full-color programming for viewers to enjoy in their living rooms. We celebrate today by tuning in to our favorite shows in beautiful color.",,,
179,National Bingo Day,6,27,/static/media/holiday_images/6-june/6-27-national_bingo_day.jpg,"Celebrate National Bingo Day! This holiday has been observed annually since the 1970s in honor of the popular game. Share the camaraderie of this tradition with family, friends, and even strangers to enjoy some luck and laughter.","National Bingo Day is an annual celebration of the classic game. Come together with friends and family to mark the day with a game, and enjoy the nostalgia, competition, and fun that bingo brings. Join in the fun today and play bingo!",,,
182,International Asteriod Day,6,30,/static/media/holiday_images/6-june/6-30-international_asteroid_day.jpg,"International Asteroid Day is an annual global observance that promotes awareness about asteroids and the potential hazards asteroids can bring to Earth. It is celebrated every year and was first instituted in 2016 by space experts and organizations such as the B612 Foundation, Association of Space Explorers and McGill University. The day calls for greater awareness and understanding of asteroids and how they can affect planetary bodies.","International Asteroid Day is an annual global event to raise awareness of asteroids, their impact on Earth, and how we can protect our planet. It provides a platform for public outreach, inspiring people to learn more about asteroids and space exploration. #AsteroidDay",,,
175,National Eat at a Food Truck Day,6,23,/static/media/holiday_images/6-june/6-23-national_eat_at_a_food_truck_day.jpg,"Celebrate a day full of flavor! On Nation Eat at a Food Truck Day, grab a bite to eat from the nation's favorite food trucks! National Eat at a Food Truck Day honors the classic, American eatery, from the invention of the hamburger and hotdog carts in the late 1800s to the growth of the modern food truck trend.","Celebrate National Eat at a Food Truck Day by trying out one of your local tasty treats! Sample dishes from around the world - tacos, bao, kebabs and more - all in the comfort and convenience of your own neighbourhood.",,,
176,Swim a Lap Day,6,24,/static/media/holiday_images/6-june/6-24-swim_a_lap_day.jpg,"Swim a Lap Day is a yearly event dedicated to honoring swimmers worldwide. Held each summer, it celebrates the various competitions and achievements of competitive swimmers, uniting the global swimming community. It also encourages commitment and discipline, to pursue personal goals and aspirations.","Swim a Lap Day celebrates the power of swimming and encourages everyone to take the plunge! Join us by jumping in the pool and conquering at least one lap. Let's show the world that swimming is an essential, enjoyable activity.",,,
180,National Tapioca Day,6,28,/static/media/holiday_images/6-june/6-28-national_tapioca_day.jpg,"Celebrate National Tapioca Day! This day honors a starchy, flavorless, versatile ingredient used in puddings, breads, pancakes, and drinks around the world. It can trace its roots back to the Aztecs who used a root from the cassava plant to make flour. Bring out the tapioca to celebrate! #NationalTapiocaDay","National Tapioca Day is a day to celebrate the wonders of tapioca! This unique starchy food can be used in puddings, added to bubble tea, or even served with grilled meats. Enjoy this special day by making tapioca-filled recipes or trying a new tapioca-inspired dish. Get creative and savor the unique sweetness of tapioca!",,,
185,National Eat Beans Day,7,3,/static/media/holiday_images/7-july/7-3-national_eat_beans_day.jpg,"National Eat Beans Day is an annual event to honor the nutritional benefits of beans and all the delicious recipes that include them! It is also a chance to learn more about the great benefits beans can bring to your healthy lifestyle. The holiday started in 2019, thanks to the United Nations which chose beans as their chosen ""supercrop.""","National Eat Beans Day is celebrated today and is a great opportunity to get creative in the kitchen! With a variety of options including black beans, kidney beans, pinto beans, and more, you can explore a world of flavors - from hearty stews to sweet and savory chili. So don't miss out; celebrate National Eat Beans Day and dish up something delicious!",,,
187,Mechanical Pencil Day,7,5,/static/media/holiday_images/7-july/7-5-mechanical_pencil_day.jpg,"Celebrate your writing tool of choice on Mechanical Pencil Day! It commemorates the invention of the mechanical pencil in 1822, when a German inventor patented a pencil with a lead cylinder and an internal mechanism for propelling the lead. Celebrate by using your favorite mechanical pencil or treating yourself to a new one!","Mechanical Pencil Day is celebrated every year on this day! It's a day to thank mechanical pencils for their versatility, convenience, and precision in writing. Mechanical pencils have changed the way we write, from school essays to doodles to creative projects. Celebrate by using your favorite mechanical pencil and expressing your ideas freely!",,,
190,Be a Kid Again Day,7,8,/static/media/holiday_images/7-july/7-8-be_a_kid_again_day.jpg,"Be a Kid Again Day is an opportunity to step back in time and reconnect with the innocent joy of childhood. Put away your worries for a day and go outside and pretend, play tag, explore, and just have fun! Originally created in 1991 by a group of teachers, Be a Kid Again Day continues to be celebrated annually.","Be a Kid Again Day is all about taking a day to reminisce on childhood memories, do things you may not normally do, and enjoy the moment! Enjoy exploring an old park, splashing in puddles, singing your favorite children’s song, or taking a spin on the merry-go-round. It’s time to let your inner kid come out and have fun!",,,
191,National Sugar Cookie Day,7,9,/static/media/holiday_images/7-july/7-9-national_sugar_cookie_day.jpg,"National Sugar Cookie Day is a sweet holiday that honors a classic favorite treat. Made with ingredients like flour, sugar, butter, and sometimes eggs, sugar cookies have a long history. According to lore, the first recipes for sugar cookies appeared in print as early as the eighteenth century in Germany and the Netherlands. Today, sugar cookies come in a variety of shapes, sizes, and flavors, and National Sugar Cookie Day is the perfect day to try them","National Sugar Cookie Day is a sweet holiday, and it's today! It's the perfect day to make (and eat!) delicious homemade sugar cookies - a classic treat! Whether you like a classic sugar cookie recipe, like sprinkles, iced sugar cookies, or something else, this day offers the opportunity to indulge in sugary goodness.",,,
184,I Forgot Day,7,2,/static/media/holiday_images/7-july/7-2-i_forgot_day.jpg,"I Forgot Day is an unofficial holiday celebrated every year. The goal is to take this day to remember those tasks, projects, and birthdays we tend to forget. It was first celebrated in the early 2000s by a group of friends in Las Vegas, Nevada.","I Forgot Day is a day to celebrate the simplest of things; those moments where you forgot something. It's a time to laugh, share and be reminded of the little everyday things that often get overlooked or forgotten. Celebrate I Forgot Day with family or friends and don't forget to be kind with yourself - it's ok to forget sometimes!",,,
